text|source|page|chunk_id
"similar in both genders, appropriate risk stratification may be limited in women compared to men.
The purpose of this review is to describe the recent trends in identifying female-specific risk factors for cardiovascular diseases, their utility in risk 
stratification, and current pharmacological options for women with regard to cardiovascular disease prevention."|data_input/cureus/i1947-6094-13-4-185.pdf|0|98766d3c26264911a6e069fe8f407de8
"REVIEW METHODIST DEBAKEY CARDIOVASC J | 13 (4) 2017
JOURNAL.HOUSTONMETHODIST.ORG
186
Obesity.  According to the 2013 National Health and Nutrition 
Examination Survey (NHANES) among U.S. adults aged ≥ 20 
years, 37.7% were obese (35% of men and 40.4% of women).3 
The impact of obesity on the development of CAD seems to be greater in postmenopausal women and is thought to be 
due to redistribution of fat around the abdominal area and 
predisposition to metabolic syndrome.
9 The guidelines on CVD"|data_input/cureus/i1947-6094-13-4-185.pdf|1|625ca13741b848cc90a19689e2c681ab
"9 The guidelines on CVD 
prevention recommend that women should maintain or lose weight through appropriate physical activity, caloric intake, and 
formal behavior programs with a goal body mass index (BMI) of 
< 25 kg/m
2 in women or waist size < 35 inches.6 Currently, the 
recommended exercise time for women and men for prevention of CVD is at least 150 minutes/week of moderate exercise or 75 
minutes/week of vigorous exercise.
Hypertension.  Endogenous estrogens maintain"|data_input/cureus/i1947-6094-13-4-185.pdf|1|7250a6b878334bcd8eac0e2c70aef3ff
"Hypertension.  Endogenous estrogens maintain 
vasodilation and contribute to blood pressure (BP) control 
in premenopausal women. Hypertension risk increases more 
in elderly women than in elderly men. Compared with white 
women, black and Hispanic women have a significantly higher prevalence of hypertension independent of other factors.
7 There is currently no evidence that antihypertensive"|data_input/cureus/i1947-6094-13-4-185.pdf|1|50e6eca99ff4403098ecebd3bd2d1d8b
"treatments differentially affect BP response, as many trials of antihypertensive agents do not report sex-specific analysis for 
efficacy or adverse effect profiles. The Eighth Joint National 
Committee recommended a BP target of < 140/90 mm Hg in most individuals except those aged 60 years and older without diabetes or chronic kidney disease, for whom the BP target recommendation was < 150/90 mm Hg.
10Dyslipidemia.  The prevalence of elevated total cholesterol"|data_input/cureus/i1947-6094-13-4-185.pdf|1|6d56e062ce564a058b7af6530f2bf2a1
"(TC) ≥ 200 mg/dL and ≥ 240 mg/dL is 42% and 13%, respectively, in women ≥ 20 years in the United States. Similarly, 
30% of women ≥ 20 years have an LDL-cholesterol (LDL-C) 
of ≥ 130 mg/dL, and 10% of these women have an HDL-cholesterol (HDL-C) < 40 mg/dL. Elevated LDL-C, triglycerides, and non-HDL-C and low HDL-C have all been associated with an increased risk for CVD in women as in men. However, the 
Centers for Disease Control and Prevention recently reported"|data_input/cureus/i1947-6094-13-4-185.pdf|1|09939f43c40f4b10b3166292bc835a2b
"that women are less likely to be prescribed statin therapy than men who are at equal risk of CVD despite equal efficacy of statin therapy among both genders.
The 2013 American College of Cardiology (ACC)/AHA 
cholesterol guidelines recommend statin therapy (moderate to high intensity, depending on the indication) for all individuals with established CVD, LDL-C ≥  190 mg/dL, diabetes, or an 
established 10-year CVD risk ≥  7.5% based on the pooled"|data_input/cureus/i1947-6094-13-4-185.pdf|1|ec11983812da4f25aee69a242b76742f
"cohort risk equation, which calculates the 10-year and lifetime atherosclerotic cardiovascular disease (ASCVD) event risk.
11 
Additionally, consideration of statin therapy (based on physician-patient discussion) was recommended for (1) those with a 
10-year ASCVD risk of 5% to 7.5%, (2) those with other factors"|data_input/cureus/i1947-6094-13-4-185.pdf|1|1e994013517947bfb0bb1e633601e1c2
"such as an elevated calcium score or a family history of premature ASCVD, or (3) those with an elevated high-sensitivity C-reactive protein (hs-CRP) or an abnormal ankle-brachial index (ABI).
11
Diabetes Mellitus.  Substantial evidence supports the 
association of diabetes mellitus (DM) and hemoglobin A1c PARAMETERS GENDER-BASED DIFFERENCES 
Anatomical features Vessel sizes are smaller in women than men."|data_input/cureus/i1947-6094-13-4-185.pdf|1|ea764edf9ba04830bcbfe00312ee69ba
"Women have smaller left ventricular size than men.Women have greater systolic function and less diastolic compliance than men. 
Hormonal differences Estrogen is predominantly influential in women and testosterone in men. 
Cardiovascular function differences Women have reduced sympathetic and higher parasympathetic activity than men.Women have 10% lower stroke volume than men."|data_input/cureus/i1947-6094-13-4-185.pdf|1|efe35ad0a87d446082438b0bd2c66338
"Cardiovascular adaptions Women have an increased pulse rate with increased cardiac output versus men, who have higher blood pressure 
in response to high stress.
Electrocardiographic findings Women have a longer corrected QT interval than men.
Women have a shorter PR interval than men.
Table 1. 
Differences in clinical parameters and manifestations in women compared to men."|data_input/cureus/i1947-6094-13-4-185.pdf|1|883cc3ee06d24d0ba000e34f900a5388
"REVIEW METHODIST DEBAKEY CARDIOVASC J | 13 (4) 2017
JOURNAL.HOUSTONMETHODIST.ORG
187
(HbA1c) with adverse CV outcomes.12 Mortality due to heart 
disease-related causes in adults with DM is two to four times 
higher than in those without DM.13
There is a significant gender difference in CVD mortality in patients with type 1 DM, although type 1 DM affects women and men equally. Even when adjusted for comorbidities and 
glycemic control, women with type I DM have a 37% increased"|data_input/cureus/i1947-6094-13-4-185.pdf|2|8ff37df50f114dd0b96e430682b5f322
"risk of all-cause mortality and twice the excess risk of fatal and nonfatal vascular events compared to men with type I DM.
14 
Furthermore, data indicate that women with DM are less likely to have appropriate glycemic control and receive less aggressive 
treatment for many modifiable CAD risk factors than diabetic"|data_input/cureus/i1947-6094-13-4-185.pdf|2|893dce9a26084c39825556d85497f7dc
"men. Clinical trial interventions to lower HbA1c have failed to demonstrate ASCVD benefit with intensive versus standard glycemic control; however, recent trials with newer agents such as SGLT-2 inhibitors have started to show some benefit with 
respect to CVD. The current applicable guidelines recommend 
an HbA1c of < 7%, if achieved without causing significant hypoglycemia, for ASCVD risk reduction.
NONTRADITIONAL RISK FACTORS
Hypertensive Disorders of Pregnancy"|data_input/cureus/i1947-6094-13-4-185.pdf|2|262b9aac3dcd44e4aa636a967fb5a51c
"Hypertensive Disorders of Pregnancy
Pregnancy is a cardiometabolic stressor that may unmask 
underlying vascular and metabolic abnormalities. Hypertension 
affects approximately 10% of pregnancies and is one of the leading causes of maternal and fetal morbidity and mortality.
15 
Gestational hypertensive disorders and diabetes have been linked to increased risk of developing hypertension as well as 
cardiovascular disease later in life.
The mechanism behind the increased risk of CVD in women"|data_input/cureus/i1947-6094-13-4-185.pdf|2|a17a3007cd05467ca67752d3798e212f
"with gestational hypertension disorders is poorly understood. However, the leading hypothesis is that preeclampsia in 
particular and CVD both have a state of endothelial dysfunction, 
oxidative stress, inflammatory response, and increased expression of procoagulants. Preeclampsia and CVD also share similar risk factors including obesity, insulin resistance, and 
renal disease. Meta-analyses have shown that preeclampsia"|data_input/cureus/i1947-6094-13-4-185.pdf|2|169e02a6481645109909bb0faa0cad22
"has an increased relative risk for incidence of ischemic heart disease and may be independently associated with CVD in women.
16-18
The AHA has recognized preeclampsia as a risk factor for CVD, and the American College of Obstetrics and Gynecology has recommended yearly assessment of blood pressure, lipids, 
fasting blood glucose, and body mass index following a medical"|data_input/cureus/i1947-6094-13-4-185.pdf|2|34735db0077f4388b79a1eaafbd32097
"history of recurrent preeclampsia or preeclampsia with preterm birth. Beyond more aggressive screening, women with a history of hypertensive disorders during pregnancy should be advised to focus on lifestyle modifications including diet, weight, exercise, and smoking cessation.
Gestational Diabetes
Gestational diabetes mellitus (GDM) is defined as new-
onset impaired glucose tolerance during the third trimester of pregnancy. Normal glucose metabolism typically returns after"|data_input/cureus/i1947-6094-13-4-185.pdf|2|b7fac3ebcdb2414fbe8fd5729808b5bf
"pregnancy. However, despite glucose metabolism returning to 
normal, patients with a history of GDM have an elevated risk for developing diabetes mellitus.
19,20 Thus, more aggressive 
screening and lifestyle modification should be considered.
Autoimmune Diseases
Systemic autoimmune disorders, which have been shown to be 
associated with CVD, tend to affect women more often than men. Patients with rheumatoid arthritis are reported to have a"|data_input/cureus/i1947-6094-13-4-185.pdf|2|a02f6713ba2141ce8bcb194de0c54795
"2- to 3-fold higher risk of myocardial infarction (MI) and a 50% 
higher risk of stroke.
In case control studies, systemic lupus erythematosus has 
been reported to increase the risk of MI between 9- and 50-fold 
over the general population.
21 It has been postulated that these 
inflammatory diseases affect the microvasculature and can also result in plaque instability, both of which can increase the risk of 
acute CV events.
22
Depression"|data_input/cureus/i1947-6094-13-4-185.pdf|2|117fd34163584b759f3c2285b38348fb
"acute CV events.
22
Depression
Depression has been described as an antecedent to heart 
disease. According to the NHANES I study, women with depression had a higher relative risk of CAD incidence 
compared to women without depression.
23 Depression is 
also associated with other CV risk factors such as smoking 
and physical inactivity. Women experience depression at 
approximately twice the rate of men.24 Studies have also 
suggested that depressed women have a higher risk for CVD"|data_input/cureus/i1947-6094-13-4-185.pdf|2|dedb68e59a554c14893c4a3e0d053b9c
"compared to non-depressed women.
It is important to keep in mind that in some women, chest pain 
and tachycardia are the presenting features of depression and anxiety disorders. In all, a thorough, clinically appropriate cardiac evaluation should be performed in women with such 
symptoms. Currently, it is not known if treatment of depression 
will improve cardiac outcomes; therefore care should follow the same standards as when managing any patient with depression."|data_input/cureus/i1947-6094-13-4-185.pdf|2|d1d2debda1dd4a8d858975e2a2d03384
"RADIATION THERAPY IN BREAST CANCER
Radiation therapy has been associated with an increased risk of cardiac mortality and morbidity in patients with breast cancer ."|data_input/cureus/i1947-6094-13-4-185.pdf|2|b4cf928ab1b842d4924569c161962ec8
"REVIEW METHODIST DEBAKEY CARDIOVASC J | 13 (4) 2017
JOURNAL.HOUSTONMETHODIST.ORG
188
LIFESTYLE INTERVENTION
Cigarette smoking Counselling for cessation, nicotine replacement, and pharmacotherapy as indicated in conjunction with a behavioral program 
for smoking cessation 
Physical activity At least 150 min/week of moderate exercise
At least 75 min/week of vigorous exerciseMuscle strengthening activities at least 2 days/week"|data_input/cureus/i1947-6094-13-4-185.pdf|3|b67b726c793645c5a738a5a4ade44ccc
"Cardiac rehabilitation Recommended for women with recent acute coronary syndrome, revascularization, CVA, PAD
Weight BMI < 25 kg/m
2, waist size < 35 inches, or other target metric of obesity should be maintained by exercise and appropriate diet 
CLINICAL RISK FACTORS TARGETS AND USES IN RISK ASSESSMENT
Blood pressure < 140/90 mm Hg recommendedIf higher, consider therapy from one of the indicated classes of antihypertensive drugs."|data_input/cureus/i1947-6094-13-4-185.pdf|3|9f12fde513e8453b840b639a0f8a132e
"LDL-C If between 70-189 mg/dL at baseline without clinical ASCVD in ages 40-75 years, consider statins for ASCVD risk score ≥ 
7.5%. Concomitant ASCVD risk factors, 10-year ASCVD risk ≥ 7.5%, CKD, albuminuria, retinopathy, evidence of subclinical atherosclerosis, elevated lipoprotein(a), or elevated hs-CRP indicate higher risk and warrant high-intensity statin therapy ± ezetimibe (or colesevelam)."|data_input/cureus/i1947-6094-13-4-185.pdf|3|426fe5b8c62e4adfa880f23ac1d76acc
"Statin use of moderate to high intensity recommended at any LDL-C level in patients of ages < 75 years with established ASCVD 
Triglycerides < 100 mg/dL optimal, < 150 mg/dL normal≥ 150 mg/dL elevatedTreat if ≥ 500 mg/dL (after ruling out secondary causes)
Diabetes mellitus Lifestyle and pharmacotherapy are recommended to achieve an HbA1c of < 7%.Concomitant use of statin is recommended.
HDL-C < 50 mg/dL in women is a risk marker of ASCVD. 
Hs-CRP > 3.0 mg/dL high relative risk"|data_input/cureus/i1947-6094-13-4-185.pdf|3|a028f1817f394046b63a039db7df454a
"Hs-CRP > 3.0 mg/dL high relative risk
CAC scoring 0: no identifiable disease; 1-99: mild disease; 100-399: moderate disease; ≥ 400: severe diseaseRecommended for risk stratification*
CIMT Not recommended for routine ASCVD risk assessment
THERAPIES RECOMMENDATIONS
Aspirin USPTF recommends for women aged 50-59 years with 10% or greater 10-year CVD risk without an increased risk of bleeding.
* Per expert opinion in 2013 ACC/AHA Guidelines
Table 2."|data_input/cureus/i1947-6094-13-4-185.pdf|3|84b29136123a4ab7945487466274fed7
"Table 2. 
Risk factor assessment and interventions for prevention of cardiovascular diseases in women based on the current guidelines. CV A: cerebrovascular accident"|data_input/cureus/i1947-6094-13-4-185.pdf|3|71f802463a8b426cb8950c2c757b3eb2
(includes stroke or transient ischemic attack); PAD: peripheral arterial disease; BMI: body mass index; ASCVD: atherosclerotic cardiovascular disease; CKD: chronic kidney disease; hs-CRP: high-sensitivity C-reactive protein; LDL-C: low-density lipoprotein cholesterol; HDL-C: high-density lipoprotein cholesterol; CAC: coronary artery calcium; CIMT : carotid intima–media thickness; USPTF: United States Preventive Services T ask Force|data_input/cureus/i1947-6094-13-4-185.pdf|3|915f6a6608df4ce491fd8a42b4df25be
"REVIEW METHODIST DEBAKEY CARDIOVASC J | 13 (4) 2017
JOURNAL.HOUSTONMETHODIST.ORG
189
Radiation injury can cause constrictive pericarditis, myocardial 
fibrosis, and valvular and coronary artery lesions.25 The 
increased risk of cardiovascular mortality is proportional to the dose volume of exposure to the heart, beginning just a few years 
after exposure and continuing for at least 20 years.
26
A trial that randomized subjects to preoperative radiation"|data_input/cureus/i1947-6094-13-4-185.pdf|4|2540a9b5e8d34359a912af7a25dab75d
"therapy, postoperative radiation therapy, or surgery alone found that cardiac mortality was positively correlated with the 
cardiac radiation dose-volume. Furthermore, patients receiving 
high-dose volumes exhibited an increased mortality related to ischemic heart disease but not to MI, which may suggest radiation-induced microvascular damage to the heart. Women with preexisting cardiac risk factors also have been noted to 
have a greater absolute increase in risk from radiotherapy."|data_input/cureus/i1947-6094-13-4-185.pdf|4|9154f7699e0a4c20b85fa7f11e0234aa
"Although radiotherapy regimens for breast cancer have changed 
since the women in these trials were irradiated, radiation still 
remains a consideration in women with breast cancer who have 
undergone therapy.
MENOPAUSE AND HORMONE REPLACEMENT THERAPY
Estrogen is thought to act through estrogen receptors expressed both in vascular endothelial and smooth muscle cells. It improves the arterial wall response to injury, promotes re-endothelialization,
27"|data_input/cureus/i1947-6094-13-4-185.pdf|4|a4a65d907e4646419bcb1b7c68454e6a
"27 
and inhibits smooth muscle cell proliferation and matrix deposition following vascular injury.
28 Estrogen also prevents coronary artery 
spasm through vasodilation mediated by both rapid increases in the production of nitric oxide (NO) and the induction of NO 
genes. In addition to its impact on the endothelium and smooth 
muscle cells, estrogen also affects cardiomyocytes. In vitro studies suggest that estrogen prevents cardiomyocyte apoptosis
29 and"|data_input/cureus/i1947-6094-13-4-185.pdf|4|afb6c087fe084b3792a8e7ad9a0729ec
"29 and 
inhibits cardiomyocyte hypertrophic response,30 although the data 
on hypertrophic response is conflicting.31 Hence, postmenopausal 
women lose the cardioprotective effects of estrogen and have an elevated risk for CVD.
Although the ACC and AHA recognize menopause as a risk factor 
for CAD, the evidence for promoting hormone replacement therapy (HRT) is controversial. In the Women’s Health Initiative (WHI) study, estrogen-progestin replacement had no cardioprotective"|data_input/cureus/i1947-6094-13-4-185.pdf|4|1fc4b650dcd44c2ba11d9a797295fadc
"effect and may have produced harm. Similar results in a secondary 
prevention cohort of women were seen in the Heart and Estrogen/progestin Replacement Study (HERS) trials. As a result, HRT is not recommended for primary or secondary prevention of CVD,
6 
and its use has decreased as much as 80% since the WHI findings were published.
32 These findings have also affected 
treatment decisions regarding perimenopausal women in their 40s and 50s with distressing vasomotor symptoms"|data_input/cureus/i1947-6094-13-4-185.pdf|4|3ffb058f21f8413aa8c78b8eb068d1d4
"33; this is despite 
the United States Preventive Services Task Force (USPSTF) statement that the recommendations do not apply to women under age 50 who have had surgical menopause, nor do they apply to the use of HRT for treatment of menopausal symptoms.
34 
Currently, this topic is undergoing reassessment; until further data emerges, the risks and benefits should be considered and 
discussed with the patient.
33
RISK STRATIFICATION"|data_input/cureus/i1947-6094-13-4-185.pdf|4|8979e4452961443fb0b63d6ef5f5ddb4
"33
RISK STRATIFICATION
As previously noted, the current recommendation in the United 
States is to use the pooled cohort risk equation to assess 10-year CVD risk.
11 However, in the future, nontraditional risk factors 
and markers such as depression, radiation exposure, pregnancy complications, depression, and history of autoimmune disease 
should also be considered. Furthermore, whether or not the"|data_input/cureus/i1947-6094-13-4-185.pdf|4|f73beb47e03f4396a3ff3070f71dbc3f
"treatment thresholds should be similar in men and women will need to be further explored. The 2011 effectiveness-based guidelines directed towards women recommended different CVD prevention and treatment strategies specific to women 
compared to men,
6 but the 2013 ACC/AHA lipid guidelines 
have similar recommendations for men and women.11
CAROTID INTIMA-MEDIA THICKNESS, CORONARY CALCIUM SCORE, 
AND OTHER RISK MARKERS
Ten-year risk assessments still have room for improvement; thus"|data_input/cureus/i1947-6094-13-4-185.pdf|4|b32cedb5287a4ffe96c8e9858d094b38
"genetic biomarkers, serum biomarkers, and imaging such as carotid ultrasound and coronary computed tomography (CT) 
have been extensively studied in risk stratification.
2 Several 
studies have shown that carotid intima-media thickness (CIMT)/
plaque information on a carotid ultrasound improves risk 
prediction for CVD.
Although CIMT/plaque was endorsed by the 2010 ACCF/
AHA Guideline for Assessment of Cardiovascular Risk in Asymptomatic Adults,
2 it was not recommended by the 2013"|data_input/cureus/i1947-6094-13-4-185.pdf|4|627de5693c7548b1913cf62b3681c913
"2 it was not recommended by the 2013 
ACC/AHA lipid guidelines.
On the other hand, a CT-based coronary calcium score (CAC) 
> 300 Agatson units or a CAC score that is > 75th percentile, when adjusted for age and gender, has been suggested by the expert opinion in the ACC/AHA 2013 lipid guidelines as a threshold for initiating statin therapy. The ACC/AHA 2013 
guidelines also recommend considering hs-CRP and ankle"|data_input/cureus/i1947-6094-13-4-185.pdf|4|fb7b868ae52a4383985de90f6d6319fa
"brachial index as tools to assist treatment decisions if there is still uncertainty after quantitative risk assessment.
THERAPIES FOR PRIMARY PREVENTION OF CVD
Statins in Prevention
The JUPITER trial,35 which included individuals with a C-reactive 
protein > 2 mg/dL and an LDL-C < 130 mg/dL, and the"|data_input/cureus/i1947-6094-13-4-185.pdf|4|2855388d1c9b4b4fa2aff871f2af7974
"REVIEW METHODIST DEBAKEY CARDIOVASC J | 13 (4) 2017
JOURNAL.HOUSTONMETHODIST.ORG
190
HOPE-3 trial, which included intermediate-risk subjects without 
known CVD, both demonstrated that statins help in the primary prevention of CVD. Prespecified analyses have shown that the 
benefit occurs in both men and women. Therefore, statins are"|data_input/cureus/i1947-6094-13-4-185.pdf|5|5162569a2f3640d8a55cdeab31b1e77f
"valuable in both men and women in the primary and secondary prevention of CVD. Given the lack of statin safety data in pregnancy, women of childbearing age need to be thoroughly counseled on contraceptive use to avoid pregnancy while on 
statin therapy.
Role of Aspirin
Like statin therapy, secondary prevention of CVD with the use"|data_input/cureus/i1947-6094-13-4-185.pdf|5|6b9f3622e10044c2a7c5ecaeba55658a
"of aspirin is well established. Prior to 2005, the data supporting aspirin use in primary prevention was mainly reported in men. However, in 2005, the Women’s Health Study randomized 40,000 healthy women > 45 years old to 100 mg alternate-day 
dosing of aspirin or placebo. After a 10-year follow-up, low-"|data_input/cureus/i1947-6094-13-4-185.pdf|5|8dc9a0d8f6b04711857b86a08f40ed7e
"dose aspirin reduced the risk of stroke without reducing MI. However, age was found to be the most important determinant, as low-dose aspirin significantly reduced the risk of major cardiovascular events, ischemic stroke, and MI in women > 65 
years old. However, those assigned to aspirin therapy had a 
higher bleeding risk; therefore, the risk and benefits of aspirin therapy should be weighed, particularly if a patient has risk factors for bleeding.
36"|data_input/cureus/i1947-6094-13-4-185.pdf|5|330a5811db1b4be08e1cca7911f0ac77
"36
A recently published study evaluated the long-term safety and efficacy of low-dose aspirin in patients with type 2 DM for primary prevention of CVD.
37 After a median follow-up period of 
10.3 years, low-dose aspirin did not improve CV outcomes but did increase the risk of gastrointestinal bleeding. A postulated 
hypothesis for this negative result is that statin use among these 
individuals and a lower LDL-C may have reduced the previously known aspirin benefit."|data_input/cureus/i1947-6094-13-4-185.pdf|5|bcff9d8a552c4d848b2be3e90f27c8bd
"Nevertheless, the U.S. Preventive Services Task Force 
recommended the use of low-dose aspirin for primary 
prevention in both women and men aged 50 to 59 years who have a 10% or greater 10-year CVD risk without an increased risk of bleeding (Grade B recommendation). Other preventive 
recommendations, including management of hypertension and 
diabetes and smoking cessation, are similar in women and men.
RESEARCH ENROLLMENT OF WOMEN"|data_input/cureus/i1947-6094-13-4-185.pdf|5|e2618b56407040aa8095a6dedc69e09c
"RESEARCH ENROLLMENT OF WOMEN
Women in cardiovascular clinical trials have been underrepresented, resulting in therapeutic strategies that have been mostly extrapolated from studies on men.
38 With 
large single-sex studies like the WHS and the WHI, female participation has increased substantially; however, in mixed-gender trials, women on average represent less than a third of all participants.
Some of the most commonly postulated reasons for low female"|data_input/cureus/i1947-6094-13-4-185.pdf|5|d081fb635e0448c9821c98ca52362eb4
"enrollment include underestimated cardiac risk in women and atypical cardiac disease presentation, which results in reduced referrals to cardiology practices where recruitment for CV clinical trials is performed.
In addition, women manifest CVD later in life, and an age-
gender bias may be present during the study enrollment process.
39 Other possible barriers to the recruitment of women"|data_input/cureus/i1947-6094-13-4-185.pdf|5|d65307a97848481a8c05e438f5689003
"that have been outlined by the NIH are fear and distrust of the research enterprise, lack of knowledge, lack of transportation, 
interference with work or family responsibilities, subject burden 
as a result of study participation, and financial costs.
CONCLUSION
Preventive therapies for CVD are essential in reducing mortality and preserving cardiovascular health in women. Although several advances have been made in primary and secondary"|data_input/cureus/i1947-6094-13-4-185.pdf|5|2fec5246267142d2b011a86e3fbc5aa6
"prevention, CVD is still the leading cause of death among 
women in the United States. The scientific community has made robust progress in recognizing the clear differences in pathophysiology of CVD in women. However, there currently are no differences in treatment approaches between women 
and men. This hopefully will change as we move into an era of 
personalized medicine.
KEY POINTS"|data_input/cureus/i1947-6094-13-4-185.pdf|5|ed6b76e881a244a4a50c7b25d2ca2d97
"personalized medicine.
KEY POINTS
• Female patients are likely to be treated less aggressively and have fewer coronary interventions performed for similar presentations compared to men despite the 
similarity of overall risk in postmenopausal women and 
men.
• Comprehensive understanding of the hormonal and genomic basis for the pathophysiologic differences of CVD and symptom presentation in women is key to 
providing gender-specific care."|data_input/cureus/i1947-6094-13-4-185.pdf|5|5b67d004d784412e90c78a54d4e3ad77
"providing gender-specific care.
• Encouraging more research participation by women will 
help clarify gender-based risk factors and aid in discovery of beneficial treatments.
Conflict of Interest Disclosure:"|data_input/cureus/i1947-6094-13-4-185.pdf|5|d3584d854134469093ce6946646ea293
"Conflict of Interest Disclosure:
Dr. Nambi receives research funding from Merck through Baylor College of Medicine, served on a regional advisory board for Sanofi-Regeneron, received an honorarium from Siemens Healthcare Diagnostics, and holds a provisional patent entitled “Biomarkers to Improve Prediction of Heart Failure Risk” filed by Baylor College of Medicine and Roche."|data_input/cureus/i1947-6094-13-4-185.pdf|5|9706e03e974e4a1e825dc0ce05f1830e
"REVIEW METHODIST DEBAKEY CARDIOVASC J | 13 (4) 2017
JOURNAL.HOUSTONMETHODIST.ORG
191
Keywords:
cardiovascular disease, cardiovascular risk factors, women and CVD, postmenopausal CVD
REFERENCES
1. Benjamin EJ, Blaha MJ, Chiuve SE, et al.; American Heart Association Statistics Committee and Stroke Statistics Subcommittee. Heart Disease and Stroke Statistics-2017 Update: A Report from the American Heart Association. Circulation. 2017 Mar 7;135(10):e146-e603."|data_input/cureus/i1947-6094-13-4-185.pdf|6|e707a27ce512451d9c2fc373074fbf3c
"2. Gulati M, Shaw LJ, Bairey Merz CN. Myocardial ischemia in women: lessons from the NHLBI WISE study. Clin Cardiol. 2012 Mar;35(3):141-8.
3. von Mering GO, Arant CB, Wessel TR, et al. Abnormal coronary vasomotion as a prognostic indicator of cardiovascular events in women: results from the National Heart, Lung, and Blood Institute-Sponsored Women’s Ischemia Syndrome Evaluation (WISE). Circulation. 2004 Feb 17;109(6):722-5."|data_input/cureus/i1947-6094-13-4-185.pdf|6|b5894ae7effc45b6a05605539a218b4e
